Keep,Order,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,sample,details
No,,GO:0000070,mitotic sister chromatid segregation,87,-0.445404775,-1.737857602,0.000492002,0.000492002,0.044820857,550,"tags=32%, list=16%, signal=28%",YDR180W/YGL190C/YJL074C/YIR010W/YIL144W/YBL063W/YMR076C/YDR325W/YIL026C/YFL008W/YIL031W/YBL031W/YFL037W/YBL097W/YCL016C/YCL029C/YPL018W/YER147C/YJL013C/YNL172W/YGL093W/YIR025W/YFR031C/YAL034W-A/YOL069W/YAL016W/YOR262W/YJL019W,1728,Revigo compressed
No,,GO:0006271,DNA strand elongation involved in DNA replication,17,-0.712257972,-1.999820366,0.000496836,0.000496836,0.044820857,187,"tags=35%, list=5%, signal=34%",YNL102W/YIL150C/YBL035C/YIR002C/YEL032W/YHR164C,1728,Revigo compressed
No,,GO:0006352,DNA-templated transcription initiation,32,-0.595846905,-1.949589565,0.000511534,0.000511534,0.044820857,644,"tags=53%, list=19%, signal=44%",YNL151C/YGR116W/YBR049C/YNL236W/YJL025W/YMR172W/YCR042C/YOR259C/YMR227C/YPL082C/YER022W/YMR039C/YBR123C/YIR023W/YBR198C/YIL143C/YAL001C,1728,Revigo compressed
No,,GO:0006518,peptide metabolic process,200,0.339068434,1.577863844,0.000551957,0.000551957,0.044820857,501,"tags=26%, list=14%, signal=24%",YLL045C/YHR091C/YPL097W/YLR143W/YOR187W/YHR011W/YLR289W/YJR113C/YER153C/YNL073W/YPL184C/YPL104W/YDR405W/YCR024C/YHR168W/YAL005C/YER087W/YOR091W/YHL004W/YNL209W/YEL050C/YGL143C/YDL044C/YCR071C/YLR069C/YNL067W/YDR268W/YNL191W/YGR171C/YDL134C/YPL040C/YOL045W/YER035W/YNL096C/YLR439W/YOR276W/YLR398C/YDL229W/YNL063W/YPR047W/YOR173W/YCR046C/YBR146W/YDR496C/YMR257C/YPL048W/YIL093C/YLR281C/YMR247C/YNL137C/YDR283C/YPR042C/YNL005C,1728,Revigo compressed
No,,GO:0008104,protein localization,500,-0.299093807,-1.43325807,0.000581853,0.000581853,0.044820857,799,"tags=30%, list=23%, signal=27%",YGR142W/YDL116W/YBR170C/YDR092W/YML109W/YPR181C/YNL298W/YBL106C/YDR495C/YPL204W/YNL271C/YGL137W/YLR384C/YDR166C/YER129W/YNR006W/YJL192C/YJL128C/YGR136W/YDL231C/YNR066C/YGL153W/YJL178C/YDL145C/YGL238W/YPR055W/YNR065C/YGL092W/YNL054W/YCR032W/YNL216W/YIL033C/YFR002W/YAL042W/YNL287W/YPR095C/YHR030C/YGR009C/YGL206C/YOR326W/YER149C/YDR361C/YGR152C/YAR014C/YPL100W/YDR180W/YOR098C/YJR042W/YHL028W/YNL293W/YMR077C/YFR051C/YNL053W/YAR033W/YGL190C/YMR308C/YPL268W/YDL065C/YGL051W/YJL029C/YEL005C/YNL297C/YNL329C/YNL236W/YJL076W/YIL144W/YML031W/YNL041C/YIL002C/YJL110C/YLR119W/YML125C/YPL002C/YPL242C/YAR002W/YJL212C/YHR023W/YDR170C/YJL039C/YIL149C/YIL030C/YBR023C/YGR218W/YDR189W/YMR185W/YAL002W/YBL040C/YIL005W/YHL002W/YNL121C/YLR417W/YPL255W/YLR148W/YJL099W/YGR245C/YAL026C/YGR131W/YER151C/YBR097W/YFR022W/YNL294C/YNL047C/YIL068C/YER125W/YJL204C/YML097C/YEL030W/YGR033C/YCL027W/YGL045W/YIL115C/YFR021W/YCR100C/YER008C/YER113C/YLR396C/YFL004W/YOR329C/YDR292C/YAR002C-A/YHL019C/YDR238C/YPL018W/YER147C/YHR136C/YBR102C/YGL093W/YCL001W/YAR019C/YJL054W/YNR016C/YOR160W/YLR240W/YER031C/YNR049C/YIR004W/YAL014C/YER110C/YIL048W/YOR208W/YAL034W-A/YIL109C/YOR262W/YCL008C/YGL233W/YAL001C/YPR105C/YAL024C/YAL041W/YMR183C,1728,Revigo compressed
No,,GO:0022616,DNA strand elongation,19,-0.682605756,-1.989367589,0.000585702,0.000585702,0.044820857,187,"tags=32%, list=5%, signal=30%",YNL102W/YIL150C/YBL035C/YIR002C/YEL032W/YHR164C,1728,Manually compressed, strain specific
No,,GO:0051649,establishment of localization in cell,466,-0.300883051,-1.430387738,0.000612595,0.000612595,0.044820857,807,"tags=31%, list=23%, signal=28%",YPL017C/YGR090W/YGR142W/YBL007C/YDL116W/YBR170C/YDR092W/YEL022W/YPR181C/YNL298W/YDR495C/YPL204W/YNL271C/YGL137W/YMR056C/YDR166C/YNR006W/YDR477W/YOL158C/YJL192C/YJL128C/YGR136W/YNR066C/YGL153W/YJL178C/YDL145C/YGL238W/YPR055W/YHL017W/YNR065C/YGL092W/YCR032W/YGR284C/YFR002W/YAL042W/YNL287W/YER063W/YHR030C/YCL011C/YGL206C/YGR116W/YOR326W/YDR361C/YHR001W/YPL100W/YDR323C/YDR506C/YGL160W/YOR098C/YJR042W/YCR073W-A/YHL028W/YNL293W/YMR077C/YFR051C/YNL053W/YBR104W/YMR308C/YAL029C/YIR006C/YDL065C/YGL051W/YJL029C/YER036C/YNL297C/YNL329C/YIL144W/YML031W/YNL041C/YLR119W/YHR073W/YPL002C/YAR002W/YDR138W/YDR170C/YJL039C/YIL149C/YFL007W/YHR080C/YIL030C/YFL027C/YGR218W/YDR189W/YMR185W/YAL002W/YBL040C/YIR005W/YHL002W/YNL121C/YLR417W/YDR407C/YLR148W/YIR003W/YGR245C/YAL026C/YER151C/YBR097W/YNL047C/YIL068C/YER125W/YFL037W/YJL204C/YML097C/YEL030W/YGR033C/YCL029C/YNR034W/YIL115C/YFR021W/YCR100C/YER008C/YER113C/YLR396C/YFL004W/YDR292C/YAR002C-A/YHL019C/YDR238C/YHR136C/YBR102C/YGL093W/YNL257C/YJL054W/YNR016C/YOR160W/YLR240W/YER031C/YIR004W/YAL014C/YER110C/YJL097W/YOL069W/YIL109C/YIL044C/YPL220W/YOL072W/YLR447C/YPL269W/YOR262W/YIL143C/YCL008C/YGL233W/YPR105C/YJL019W/YMR183C,1728,Revigo compressed
No,,GO:0032940,secretion by cell,52,-0.512149447,-1.829744914,0.000614046,0.000614046,0.044820857,631,"tags=54%, list=18%, signal=45%",YBL106C/YDR166C/YPR055W/YNL287W/YPR095C/YIL118W/YGR009C/YOR326W/YHR001W/YDR323C/YNL293W/YHR073W/YDR189W/YMR185W/YNL079C/YOR237W/YLR148W/YIL068C/YJL204C/YER008C/YLR396C/YOR329C/YBR102C/YER031C/YNR049C/YAL014C/YGL233W/YMR183C,1728,Revigo compressed
No,,GO:0046903,secretion,52,-0.512149447,-1.829744914,0.000614046,0.000614046,0.044820857,631,"tags=54%, list=18%, signal=45%",YBL106C/YDR166C/YPR055W/YNL287W/YPR095C/YIL118W/YGR009C/YOR326W/YHR001W/YDR323C/YNL293W/YHR073W/YDR189W/YMR185W/YNL079C/YOR237W/YLR148W/YIL068C/YJL204C/YER008C/YLR396C/YOR329C/YBR102C/YER031C/YNR049C/YAL014C/YGL233W/YMR183C,1728,Manually compressed, strain specific
No,,GO:0006364,rRNA processing,92,-0.433793157,-1.706041288,0.000625121,0.000625121,0.044820857,576,"tags=38%, list=17%, signal=33%",YIL019W/YJL050W/YEL055C/YML010W/YGL120C/YHR034C/YHR196W/YOR119C/YIL091C/YOL077C/YLL011W/YPL235W/YPL082C/YPL043W/YLR409C/YPL217C/YER125W/YMR285C/YHR040W/YLR430W/YDL148C/YMR093W/YBR142W/YCL054W/YNL224C/YGL171W/YMR131C/YAL035W/YBL004W/YFL009W/YPL220W/YLR129W/YJL033W/YMR239C/YPL266W,1728,Revigo compressed
No,,GO:1903047,mitotic cell cycle process,249,-0.344233805,-1.5470657,0.000648315,0.000648315,0.044820857,876,"tags=37%, list=25%, signal=29%",YOL070C/YPR019W/YJL030W/YDL017W/YJR089W/YHR158C/YDR507C/YJR076C/YOL004W/YPL017C/YBR170C/YML109W/YNL298W/YPL256C/YNL271C/YHR149C/YIL046W/YDR477W/YAL040C/YLR086W/YJR135C/YDR146C/YNL126W/YGR116W/YDR118W/YOR326W/YER149C/YDR361C/YGR152C/YCL014W/YDR180W/YLR425W/YER173W/YGL190C/YJL074C/YMR308C/YCL024W/YIR006C/YIR010W/YOR119C/YJL076W/YIL144W/YNL102W/YBL063W/YLL003W/YPL242C/YDL117W/YHR023W/YMR076C/YBR098W/YDR325W/YNL079C/YLR371W/YIL026C/YAL047C/YLR310C/YBR038W/YGR245C/YFL008W/YIL031W/YNL225C/YBL031W/YFL037W/YFL033C/YBL097W/YCL016C/YCL029C/YBL105C/YPL018W/YER147C/YJL013C/YNL172W/YGL093W/YAR019C/YIR025W/YFR031C/YML065W/YER155C/YCR038C/YAL034W-A/YOL069W/YFL009W/YOL072W/YAL021C/YAL016W/YPL269W/YOR262W/YEL032W/YAL024C/YAL041W/YJL019W,1728,Revigo compressed
No,,GO:0007059,chromosome segregation,138,-0.392323978,-1.637835256,0.000651126,0.000651126,0.044820857,521,"tags=27%, list=15%, signal=24%",YFR013W/YGL190C/YJL074C/YIR010W/YIL144W/YGL033W/YGL150C/YBL063W/YFR046C/YMR076C/YBR098W/YDR325W/YIL026C/YFL003C/YFL008W/YIL031W/YBL031W/YFL037W/YBL097W/YCL016C/YCL029C/YPL018W/YER147C/YJL013C/YNL172W/YGL093W/YIR025W/YFR031C/YAL034W-A/YIL126W/YOL069W/YBR156C/YAL031C/YAL016W/YOR262W/YJL019W/YIL072W,1728,Revigo compressed
No,,GO:1901566,organonitrogen compound biosynthetic process,496,0.270546694,1.380999428,0.000661948,0.000661948,0.044820857,505,"tags=20%, list=15%, signal=20%",YER177W/YLL045C/YLR372W/YHR091C/YLR142W/YPL097W/YLR143W/YOR187W/YDL080C/YLR058C/YDR226W/YMR084W/YHR011W/YLR289W/YJR113C/YER153C/YNL073W/YHR128W/YPL184C/YPL104W/YDR405W/YGR193C/YHR216W/YCR024C/YHR168W/YAL005C/YER087W/YOR091W/YGR038W/YOR303W/YHL004W/YGR204W/YNL209W/YEL050C/YGL143C/YDL044C/YLR303W/YER019W/YBR035C/YER141W/YLR438W/YCR071C/YLR069C/YJL116C/YNL067W/YGL184C/YDR268W/YLR432W/YGR286C/YGR171C/YDL134C/YOL061W/YMR108W/YPL040C/YML035C/YOL045W/YER035W/YNL096C/YOL110W/YLR439W/YPL057C/YOR276W/YLR398C/YDL229W/YLR355C/YDR297W/YDR354W/YJL088W/YDL093W/YNL063W/YPR047W/YML056C/YOR173W/YCR046C/YGL026C/YBR240C/YNL277W/YBR146W/YDR496C/YMR257C/YPR058W/YBR199W/YLR168C/YER014W/YPL048W/YGR144W/YIL093C/YDR399W/YGR157W/YLR089C/YLR281C/YMR247C/YNL137C/YNR030W/YDR283C/YPR042C/YNL005C/YHR037W,1728,Revigo compressed
Yes,5,GO:0043603,cellular amide metabolic process,257,0.314591335,1.504897722,0.000722124,0.000722124,0.047702794,515,"tags=25%, list=15%, signal=23%",YLL045C/YHR091C/YPL097W/YLR143W/YOR187W/YLR058C/YHR011W/YLR289W/YJR113C/YER153C/YNL073W/YPL184C/YPL104W/YDR405W/YGR193C/YCR024C/YHR168W/YAL005C/YER087W/YOR091W/YGR038W/YHL004W/YNL209W/YEL050C/YGL143C/YDL044C/YER019W/YDL124W/YCR071C/YLR069C/YNL067W/YDR268W/YOR142W/YNL191W/YGR286C/YGR171C/YDL134C/YPL040C/YOL045W/YER035W/YNL096C/YLR439W/YOR276W/YLR398C/YDL229W/YLR351C/YNL063W/YPR047W/YOR173W/YCR046C/YBR146W/YDR496C/YMR257C/YMR246W/YPL048W/YIL093C/YLR281C/YMR247C/YNL137C/YDR283C/YPR042C/YNL005C/YPR145W/YML075C,1728,
No,,GO:0051253,negative regulation of RNA metabolic process,120,0.383377913,1.663416445,0.000796742,0.000796742,0.051378904,544,"tags=28%, list=16%, signal=24%",YER177W/YPL230W/YLL019C/YMR098C/YDR043C/YLR256W/YDL020C/YDR451C/YGL162W/YOR140W/YNL167C/YNL206C/YBL008W/YLR176C/YBR066C/YML051W/YNL021W/YOL001W/YNR009W/YOR230W/YDL233W/YOR304W/YJR140C/YMR075W/YDR259C/YGR270W/YNL023C/YJR060W/YGR044C/YIR018W/YDR295C/YDR223W/YOR038C,1728,Revigo compressed
No,,GO:0044264,cellular polysaccharide metabolic process,50,0.499022015,1.868261859,0.000860135,0.000860135,0.053939573,608,"tags=32%, list=18%, signal=27%",YER177W/YMR307W/YPR159W/YOL045W/YGR166W/YBR056W/YGL134W/YJL137C/YDL049C/YOR178C/YLR258W/YER059W/YLR342W/YNR032W/YDR261C/YOL132W,1728,Revigo compressed
No,,GO:0006073,cellular glucan metabolic process,47,0.513168029,1.912801262,0.000896198,0.000896198,0.053939573,608,"tags=34%, list=18%, signal=28%",YER177W/YMR307W/YPR159W/YOL045W/YGR166W/YBR056W/YGL134W/YJL137C/YDL049C/YOR178C/YLR258W/YER059W/YLR342W/YNR032W/YDR261C/YOL132W,1728,Manually compressed, strain specific
No,,GO:0044042,glucan metabolic process,47,0.513168029,1.912801262,0.000896198,0.000896198,0.053939573,608,"tags=34%, list=18%, signal=28%",YER177W/YMR307W/YPR159W/YOL045W/YGR166W/YBR056W/YGL134W/YJL137C/YDL049C/YOR178C/YLR258W/YER059W/YLR342W/YNR032W/YDR261C/YOL132W,1728,Revigo compressed
No,,GO:0006403,RNA localization,83,-0.446615729,-1.733087473,0.000975808,0.000975808,0.057454336,803,"tags=47%, list=23%, signal=37%",YGR090W/YDL116W/YBR170C/YLL013C/YGL137W/YDL145C/YGL238W/YBL032W/YGL092W/YFR002W/YER063W/YCL011C/YGR116W/YFR023W/YOR098C/YJR042W/YCR073W-A/YML010W/YMR308C/YAL029C/YML031W/YAR002W/YDR138W/YJL039C/YIL149C/YGR218W/YNL079C/YIR005W/YER125W/YHR040W/YNR034W/YIL115C/YDR293C/YDR238C/YOR160W/YGL171W/YER110C/YOL072W/YIL143C,1728,Manually compressed, strain specific
No,,GO:0140014,mitotic nuclear division,121,-0.391666278,-1.602895889,0.001168042,0.001168042,0.067090329,507,"tags=29%, list=15%, signal=26%",YGL190C/YJL074C/YMR308C/YIR010W/YOR119C/YJL076W/YIL144W/YBL063W/YMR076C/YDR325W/YIL026C/YAL047C/YFL008W/YIL031W/YBL031W/YFL037W/YBL097W/YCL016C/YCL029C/YPL018W/YER147C/YJL013C/YNL172W/YGL093W/YAR019C/YIR025W/YFR031C/YAL034W-A/YOL069W/YAL016W/YPL269W/YOR262W/YAL024C/YAL041W/YJL019W,1728,Revigo compressed
No,,GO:0022402,cell cycle process,445,-0.299735328,-1.418796333,0.001218613,0.001218613,0.067090329,626,"tags=23%, list=18%, signal=22%",YMR148W/YNL126W/YHR030C/YGR116W/YDR118W/YOR326W/YER149C/YDR361C/YOR351C/YBR136W/YCR065W/YGR152C/YAR014C/YCL014W/YDR180W/YLR425W/YFR013W/YER173W/YGL190C/YJL074C/YMR308C/YCL024W/YIR006C/YNL233W/YIR010W/YOR119C/YJL076W/YIL144W/YML031W/YGL033W/YNL102W/YBL063W/YLL003W/YHL022C/YPL242C/YDL117W/YPL164C/YDR168W/YHR023W/YMR076C/YIL149C/YBR098W/YBR023C/YDR325W/YNL079C/YLR371W/YIL026C/YAL047C/YLR310C/YPL255W/YBR038W/YGR245C/YFL003C/YFL008W/YIL031W/YNL225C/YMR039C/YNL294C/YBL031W/YLL005C/YFL037W/YFL033C/YBL097W/YCL016C/YCL029C/YNL250W/YOL115W/YDR293C/YBL105C/YIL120W/YPL018W/YER147C/YJL013C/YNL172W/YGL093W/YAR019C/YIR025W/YFR031C/YML065W/YER155C/YCR038C/YNR049C/YAL034W-A/YOL069W/YFL009W/YAL056W/YOL072W/YAL021C/YBR156C/YAL016W/YPL269W/YOR262W/YNL201C/YEL032W/YAL024C/YAL041W/YJL019W/YOR043W/YML028W/YMR183C/YIL072W/YHR164C,1728,Revigo compressed
No,,GO:0032508,DNA duplex unwinding,36,-0.545087443,-1.829386337,0.001245911,0.001245911,0.067090329,209,"tags=31%, list=6%, signal=29%",YCR066W/YGL150C/YPL235W/YNL250W/YLR430W/YER171W/YIL126W/YIR002C/YIL143C/YEL032W/YHR164C,1728,Manually compressed, strain specific
No,,GO:0140029,exocytic process,15,-0.713847999,-1.930228975,0.001261,0.001261,0.067090329,743,"tags=80%, list=21%, signal=63%",YDR166C/YPR055W/YOR326W/YDR323C/YDR189W/YLR148W/YIL068C/YER008C/YLR396C/YBR102C/YNR049C/YGL233W,1728,Revigo compressed
No,,GO:0045892,negative regulation of DNA-templated transcription,114,0.388469004,1.679274326,0.001263322,0.001263322,0.067090329,544,"tags=28%, list=16%, signal=24%",YER177W/YPL230W/YLL019C/YDR043C/YLR256W/YDL020C/YDR451C/YGL162W/YOR140W/YNL167C/YNL206C/YBL008W/YLR176C/YBR066C/YML051W/YNL021W/YOL001W/YNR009W/YOR230W/YDL233W/YOR304W/YJR140C/YMR075W/YDR259C/YGR270W/YNL023C/YJR060W/YGR044C/YIR018W/YDR295C/YDR223W/YOR038C,1728,Revigo compressed
No,,GO:0016192,vesicle-mediated transport,299,-0.321658927,-1.481817025,0.001436353,0.001436353,0.07481248,804,"tags=32%, list=23%, signal=27%",YBR005W/YGR142W/YBL007C/YEL022W/YPR181C/YBL106C/YDR495C/YPL204W/YPL032C/YGL161C/YGL137W/YDR166C/YNR006W/YJL192C/YGR136W/YDL231C/YNR066C/YDL145C/YPR055W/YHL017W/YNR065C/YNL020C/YGR284C/YHR161C/YAL042W/YNL287W/YPR095C/YIL118W/YGR009C/YGL206C/YOR326W/YAR014C/YHR001W/YDR323C/YNL293W/YMR077C/YFR051C/YAR033W/YIR006C/YGL051W/YJL029C/YNL297C/YNL041C/YIL002C/YLR119W/YHR073W/YPL002C/YCR030C/YER123W/YDR170C/YFL027C/YDR189W/YNL079C/YAL002W/YOR237W/YBL040C/YLR371W/YHL002W/YLR417W/YDR407C/YLR148W/YJL099W/YCL034W/YAL026C/YER151C/YBR097W/YFR022W/YNL047C/YIL068C/YER125W/YJL204C/YML097C/YGL045W/YFR021W/YCR100C/YER008C/YLR396C/YOR329C/YAR002C-A/YHL019C/YDR238C/YBR102C/YCL001W/YLR240W/YER031C/YNR049C/YAL014C/YIL048W/YIL109C/YIL044C/YCL008C/YGL233W/YPR105C/YAL024C/YOR043W/YMR183C,1728,Revigo compressed
No,,GO:0000122,negative regulation of transcription by RNA polymerase II,95,0.398826259,1.687802896,0.001466428,0.001466428,0.074937818,614,"tags=32%, list=18%, signal=27%",YER177W/YPL230W/YDR043C/YLR256W/YDL020C/YDR451C/YGL162W/YOR140W/YNL167C/YNL206C/YBL008W/YLR176C/YBR066C/YML051W/YNL021W/YOL001W/YOR230W/YDL233W/YDR259C/YGR270W/YNL023C/YJR060W/YGR044C/YIR018W/YDR295C/YDR223W/YOR038C/YOR279C/YPR065W/YDR310C,1728,Revigo compressed
No,,GO:0030242,autophagy of peroxisome,24,-0.615478637,-1.893084244,0.001606985,0.001606985,0.079585943,768,"tags=50%, list=22%, signal=39%",YPL204W/YJL178C/YOL105C/YHR030C/YCR068W/YLR332W/YJL095W/YBR097W/YFR021W/YBL105C/YLR240W/YPR105C,1728,Revigo compressed
No,,GO:0006904,vesicle docking involved in exocytosis,14,-0.707194996,-1.873432029,0.001629689,0.001629689,0.079585943,743,"tags=79%, list=21%, signal=62%",YDR166C/YPR055W/YOR326W/YDR323C/YDR189W/YLR148W/YER008C/YLR396C/YBR102C/YNR049C/YGL233W,1728,Revigo compressed
No,,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",30,-0.573220805,-1.858906071,0.00165719,0.00165719,0.079585943,957,"tags=57%, list=28%, signal=41%",YNR054C/YGL246C/YHR079C/YNL221C/YOL021C/YML091C/YML093W/YJL208C/YOL077C/YPL217C/YMR285C/YDL148C/YGL171W/YBL004W/YFL009W/YLR129W/YMR239C,1728,Revigo compressed
No,,GO:0070897,transcription preinitiation complex assembly,20,-0.64569544,-1.887815902,0.001702644,0.001702644,0.079585943,461,"tags=55%, list=13%, signal=48%",YNL236W/YJL025W/YMR172W/YCR042C/YOR259C/YMR227C/YPL082C/YER022W/YMR039C/YIR023W/YBR198C,1728,Revigo compressed
No,,GO:0006273,lagging strand elongation,6,-0.861696014,-1.786923214,0.001704308,0.001704308,0.079585943,442,"tags=67%, list=13%, signal=58%",YNL102W/YBL035C/YIR002C/YHR164C,1728,Revigo compressed
No,,GO:0050793,regulation of developmental process,39,-0.531272626,-1.806392264,0.001820508,0.001820508,0.083571241,844,"tags=49%, list=24%, signal=37%",YHR158C/YCR089W/YMR306W/YPL016W/YDR146C/YIL118W/YER149C/YAR014C/YMR043W/YCL024W/YMR232W/YIL088C/YMR039C/YER125W/YCL027W/YOR371C/YAR019C/YOR208W/YAL056W,1728,Manually compressed, strain specific
No,,GO:0006508,proteolysis,250,-0.331334844,-1.489131717,0.001864121,0.001864121,0.084147089,616,"tags=23%, list=18%, signal=21%",YNL008C/YDR118W/YOR042W/YIL097W/YFL044C/YGL004C/YCL057W/YMR077C/YCR068W/YMR308C/YGL082W/YPL236C/YFR006W/YFL016C/YMR154C/YCL039W/YLR119W/YER021W/YOR030W/YPL002C/YAR002W/YDL185W/YEL052W/YFL007W/YJL073W/YIL030C/YHR165C/YIL005W/YHL002W/YLR417W/YNL123W/YPL009C/YOR259C/YIL031W/YER151C/YNL294C/YOR003W/YER125W/YGL045W/YFR021W/YGR071C/YER078C/YOR371C/YFR050C/YNL172W/YJL156C/YIR025W/YDR179C/YCL043C/YHR027C/YMR115W/YFL009W/YCL008C/YMR022W/YCL044C/YPR108W/YGR231C/YGR132C,1728,Manually compressed, strain specific
No,,GO:0034645,cellular macromolecule biosynthetic process,283,0.297795335,1.433486044,0.002021911,0.002021911,0.089773558,501,"tags=23%, list=14%, signal=22%",YLL045C/YHR091C/YPL097W/YLR143W/YOR187W/YMR084W/YHR011W/YLR289W/YJR113C/YER153C/YNL073W/YPL184C/YPL104W/YDR405W/YCR024C/YHR168W/YAL005C/YER087W/YMR307W/YOR091W/YHL004W/YNL209W/YEL050C/YGL143C/YDL044C/YPR159W/YCR071C/YLR069C/YNL067W/YDR268W/YGR171C/YDL134C/YPL040C/YOL045W/YGR166W/YER035W/YNL096C/YOL110W/YLR439W/YOR276W/YLR398C/YDL229W/YGL134W/YJL137C/YDL093W/YNL063W/YPR047W/YOR173W/YCR046C/YDL049C/YBR146W/YOR178C/YDR496C/YMR257C/YLR258W/YBR199W/YER059W/YPL048W/YIL093C/YLR281C/YMR247C/YNL137C/YNR030W/YDR283C/YPR042C/YNL005C,1728,Revigo compressed
No,,GO:0032392,DNA geometric change,37,-0.53539279,-1.801681575,0.002129792,0.002129792,0.092227385,209,"tags=46%, list=6%, signal=44%",YGL201C/YGL163C/YPR019W/YGL251C/YEL077C/YJR035W/YCR066W/YGL150C/YPL235W/YNL250W/YLR430W/YER171W/YIL126W/YIR002C/YIL143C/YEL032W/YHR164C,1728,Revigo compressed
No,,GO:0042254,ribosome biogenesis,125,-0.38467541,-1.586063058,0.002146366,0.002146366,0.092227385,609,"tags=37%, list=18%, signal=31%",YML093W/YDR361C/YIL019W/YJL050W/YOR098C/YJR042W/YEL055C/YML010W/YGL120C/YHR034C/YHR196W/YER036C/YOR119C/YIL091C/YOL077C/YGR162W/YGR218W/YLL011W/YPL235W/YGR245C/YPL082C/YPL043W/YLR409C/YPL217C/YER125W/YMR285C/YHR040W/YPR169W/YIL115C/YLR430W/YDL148C/YMR093W/YBR142W/YCL054W/YNL224C/YGL171W/YMR131C/YAL035W/YBL004W/YFL009W/YPL220W/YNL163C/YLR129W/YJL033W/YMR239C/YPL266W,1728,Revigo compressed
No,,GO:1902679,negative regulation of RNA biosynthetic process,116,0.380267512,1.644839092,0.002213386,0.002213386,0.092227385,544,"tags=28%, list=16%, signal=24%",YER177W/YPL230W/YLL019C/YDR043C/YLR256W/YDL020C/YDR451C/YGL162W/YOR140W/YNL167C/YNL206C/YBL008W/YLR176C/YBR066C/YML051W/YNL021W/YOL001W/YNR009W/YOR230W/YDL233W/YOR304W/YJR140C/YMR075W/YDR259C/YGR270W/YNL023C/YJR060W/YGR044C/YIR018W/YDR295C/YDR223W/YOR038C,1728,Revigo compressed
No,,GO:1903507,negative regulation of nucleic acid-templated transcription,116,0.380267512,1.644839092,0.002213386,0.002213386,0.092227385,544,"tags=28%, list=16%, signal=24%",YER177W/YPL230W/YLL019C/YDR043C/YLR256W/YDL020C/YDR451C/YGL162W/YOR140W/YNL167C/YNL206C/YBL008W/YLR176C/YBR066C/YML051W/YNL021W/YOL001W/YNR009W/YOR230W/YDL233W/YOR304W/YJR140C/YMR075W/YDR259C/YGR270W/YNL023C/YJR060W/YGR044C/YIR018W/YDR295C/YDR223W/YOR038C,1728,Revigo compressed
No,,GO:0019752,carboxylic acid metabolic process,285,0.291692659,1.401152045,0.002253162,0.002253162,0.092462302,771,"tags=31%, list=22%, signal=26%",YLR372W/YHR091C/YLR142W/YPL097W/YDL080C/YLR058C/YMR084W/YHR011W/YNL073W/YPL104W/YGR193C/YPL262W/YBR026C/YCR024C/YOR347C/YER087W/YOR303W/YGR204W/YOR374W/YLR303W/YOR025W/YCR005C/YLR438W/YGL184C/YDR268W/YEL071W/YNL191W/YGR286C/YGR171C/YDL174C/YMR108W/YPL040C/YDR019C/YGL253W/YNL274C/YLR355C/YOR221C/YDR354W/YLR351C/YOR100C/YGL062W/YJL088W/YPR047W/YGL026C/YNL277W/YER065C/YLR174W/YIL160C/YMR246W/YLR044C/YLR089C/YLR134W/YHR037W/YOR251C/YPR145W/YHR067W/YLR146C/YER086W/YOL056W/YGR087C/YDR294C/YDR502C/YDR007W/YBL080C/YBR176W/YDL170W/YLR017W/YMR272C/YER061C/YNL104C/YJL200C/YMR170C/YBR222C/YER091C/YGL125W/YFL018C/YPR167C/YBL098W/YMR165C/YOR040W/YML054C/YDL078C/YER055C/YLR180W/YOR202W/YOR196C/YNL037C/YJL130C,1728,Revigo compressed
No,,GO:0000002,mitochondrial genome maintenance,32,0.546955799,1.871271829,0.002365293,0.002365293,0.095615057,605,"tags=47%, list=17%, signal=39%",YGR150C/YLR091W/YBR163W/YOR330C/YPL029W/YJR144W/YBL022C/YLR355C/YHR120W/YGR144W/YOL095C/YML061C/YER095W/YLR304C/YHR031C,1728,Revigo compressed
No,,GO:0051276,chromosome organization,225,-0.334539386,-1.48039102,0.002530508,0.002530508,0.100789431,688,"tags=28%, list=20%, signal=24%",YJR035W/YBL032W/YGL092W/YHR153C/YJR135C/YNL216W/YCL011C/YDR118W/YBR136W/YDR506C/YDR180W/YOR098C/YCR066W/YFR013W/YAR003W/YGL190C/YJL074C/YGL169W/YIR010W/YIL144W/YGL033W/YGL150C/YBL063W/YFR046C/YAR002W/YMR076C/YIL149C/YBR098W/YDR325W/YPL235W/YIL026C/YFL008W/YIL031W/YBL031W/YFL037W/YBL097W/YGR178C/YCL016C/YCL029C/YNL250W/YLR430W/YBL035C/YPL018W/YER147C/YJL013C/YER171W/YNL172W/YGL093W/YIR025W/YFR031C/YML065W/YAL034W-A/YIL126W/YOL069W/YIR002C/YOL072W/YAL016W/YOR262W/YIL143C/YEL032W/YJL019W/YIL072W/YHR164C,1728,Revigo compressed
